"id","codigo","descricao"
"__export__.sped_cnae_263","1422300","FABRICAÇÃO DE ARTIGOS DO VESTUÁRIO, PRODUZIDOS EM MALHARIAS E TRICOTAGENS, EXCETO MEIAS"
"__export__.sped_cnae_264","1510600","CURTIMENTO E OUTRAS PREPARAÇÕES DE COURO"
"__export__.sped_cnae_265","1521100","FABRICAÇÃO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL"
"__export__.sped_cnae_266","1529700","FABRICAÇÃO DE ARTEFATOS DE COURO NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_267","1531901","FABRICAÇÃO DE CALÇADOS DE COURO"
"__export__.sped_cnae_268","1531902","ACABAMENTO DE CALÇADOS DE COURO SOB CONTRATO"
"__export__.sped_cnae_269","1532700","FABRICAÇÃO DE TÊNIS DE QUALQUER MATERIAL"
"__export__.sped_cnae_270","1533500","FABRICAÇÃO DE CALÇADOS DE MATERIAL SINTÉTICO"
"__export__.sped_cnae_271","1539400","FABRICAÇÃO DE CALÇADOS DE MATERIAIS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_272","1540800","FABRICAÇÃO DE PARTES PARA CALÇADOS, DE QUALQUER MATERIAL"
"__export__.sped_cnae_273","1610201","SERRARIAS COM DESDOBRAMENTO DE MADEIRA"
"__export__.sped_cnae_274","1610202","SERRARIAS SEM DESDOBRAMENTO DE MADEIRA"
"__export__.sped_cnae_275","1621800","FABRICAÇÃO DE MADEIRA LAMINADA E DE CHAPAS DE MADEIRA COMPENSADA, PRENSADA E AGLOMERADA"
"__export__.sped_cnae_276","1622601","FABRICAÇÃO DE CASAS DE MADEIRA PRÉ-FABRICADAS"
"__export__.sped_cnae_277","1622602","FABRICAÇÃO DE ESQUADRIAS DE MADEIRA E DE PEÇAS DE MADEIRA PARA INSTALAÇÕES INDUSTRIAIS E COMERCIAIS"
"__export__.sped_cnae_278","1622699","FABRICAÇÃO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUÇÃO"
"__export__.sped_cnae_279","1623400","FABRICAÇÃO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA"
"__export__.sped_cnae_280","1629301","FABRICAÇÃO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MÓVEIS"
"__export__.sped_cnae_281","1629302","FABRICAÇÃO DE ARTEFATOS DIVERSOS DE CORTIÇA, BAMBU, PALHA, VIME E OUTROS MATERIAIS TRANÇADOS, EXCETO MÓVEIS"
"__export__.sped_cnae_282","1710900","FABRICAÇÃO DE CELULOSE E OUTRAS PASTAS PARA A FABRICAÇÃO DE PAPEL"
"__export__.sped_cnae_283","1721400","FABRICAÇÃO DE PAPEL"
"__export__.sped_cnae_284","1722200","FABRICAÇÃO DE CARTOLINA E PAPEL-CARTÃO"
"__export__.sped_cnae_285","1731100","FABRICAÇÃO DE EMBALAGENS DE PAPEL"
"__export__.sped_cnae_286","1732000","FABRICAÇÃO DE EMBALAGENS DE CARTOLINA E PAPEL-CARTÃO"
"__export__.sped_cnae_287","1733800","FABRICAÇÃO DE CHAPAS E DE EMBALAGENS DE PAPELÃO ONDULADO"
"__export__.sped_cnae_288","1741901","FABRICAÇÃO DE FORMULÁRIOS CONTÍNUOS"
"__export__.sped_cnae_289","1741902","FABRICAÇÃO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL-CARTÃO E PAPELÃO ONDULADO PARA USO COMERCIAL E DE ESCRITÓRIO, EXCETO FORMULÁRIO CONTÍNUO"
"__export__.sped_cnae_290","1742701","FABRICAÇÃO DE FRALDAS DESCARTÁVEIS"
"__export__.sped_cnae_291","1742702","FABRICAÇÃO DE ABSORVENTES HIGIÊNICOS"
"__export__.sped_cnae_292","1742799","FABRICAÇÃO DE PRODUTOS DE PAPEL PARA USO DOMÉSTICO E HIGIÊNICO-SANITÁRIO NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_293","1749400","FABRICAÇÃO DE PRODUTOS DE PASTAS CELULÓSICAS, PAPEL, CARTOLINA, PAPEL-CARTÃO E PAPELÃO ONDULADO NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_294","1811301","IMPRESSÃO DE JORNAIS"
"__export__.sped_cnae_295","1811302","IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS"
"__export__.sped_cnae_296","1812100","IMPRESSÃO DE MATERIAL DE SEGURANÇA"
"__export__.sped_cnae_297","1813001","IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO"
"__export__.sped_cnae_298","1813099","IMPRESSÃO DE MATERIAL PARA OUTROS USOS"
"__export__.sped_cnae_299","1821100","SERVIÇOS DE PRÉ-IMPRESSÃO"
"__export__.sped_cnae_300","1822900","SERVIÇOS DE ACABAMENTOS GRÁFICOS"
"__export__.sped_cnae_301","1830001","REPRODUÇÃO DE SOM EM QUALQUER SUPORTE"
"__export__.sped_cnae_302","1830002","REPRODUÇÃO DE VÍDEO EM QUALQUER SUPORTE"
"__export__.sped_cnae_303","1830003","REPRODUÇÃO DE SOFTWARE EM QUALQUER SUPORTE"
"__export__.sped_cnae_304","1910100","COQUERIAS"
"__export__.sped_cnae_305","1921700","FABRICAÇÃO DE PRODUTOS DO REFINO DE PETRÓLEO"
"__export__.sped_cnae_306","1922501","FORMULAÇÃO DE COMBUSTÍVEIS"
"__export__.sped_cnae_307","1922502","RERREFINO DE ÓLEOS LUBRIFICANTES"
"__export__.sped_cnae_308","1922599","FABRICAÇÃO DE OUTROS PRODUTOS DERIVADOS DO PETRÓLEO, EXCETO PRODUTOS DO REFINO"
"__export__.sped_cnae_309","1931400","FABRICAÇÃO DE ÁLCOOL"
"__export__.sped_cnae_310","1932200","FABRICAÇÃO DE BIOCOMBUSTÍVEIS, EXCETO ÁLCOOL"
"__export__.sped_cnae_311","2011800","FABRICAÇÃO DE CLORO E ÁLCALIS"
"__export__.sped_cnae_312","2012600","FABRICAÇÃO DE INTERMEDIÁRIOS PARA FERTILIZANTES"
"__export__.sped_cnae_313","2013400","FABRICAÇÃO DE ADUBOS E FERTILIZANTES"
"__export__.sped_cnae_314","2014200","FABRICAÇÃO DE GASES INDUSTRIAIS"
"__export__.sped_cnae_315","2019301","ELABORAÇÃO DE COMBUSTÍVEIS NUCLEARES"
"__export__.sped_cnae_316","2019399","FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS INORGÂNICOS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_317","2021500","FABRICAÇÃO DE PRODUTOS PETROQUÍMICOS BÁSICOS"
"__export__.sped_cnae_318","2022300","FABRICAÇÃO DE INTERMEDIÁRIOS PARA PLASTIFICANTES, RESINAS E FIBRAS"
"__export__.sped_cnae_319","2029100","FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_320","2031200","FABRICAÇÃO DE RESINAS TERMOPLÁSTICAS"
"__export__.sped_cnae_321","2032100","FABRICAÇÃO DE RESINAS TERMOFIXAS"
"__export__.sped_cnae_322","2033900","FABRICAÇÃO DE ELASTÔMEROS"
"__export__.sped_cnae_323","2040100","FABRICAÇÃO DE FIBRAS ARTIFICIAIS E SINTÉTICAS"
"__export__.sped_cnae_324","2051700","FABRICAÇÃO DE DEFENSIVOS AGRÍCOLAS"
"__export__.sped_cnae_325","2052500","FABRICAÇÃO DE DESINFESTANTES DOMISSANITÁRIOS"
"__export__.sped_cnae_326","2061400","FABRICAÇÃO DE SABÕES E DETERGENTES SINTÉTICOS"
"__export__.sped_cnae_327","2062200","FABRICAÇÃO DE PRODUTOS DE LIMPEZA E POLIMENTO"
"__export__.sped_cnae_328","2063100","FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL"
"__export__.sped_cnae_329","2071100","FABRICAÇÃO DE TINTAS, VERNIZES, ESMALTES E LACAS"
"__export__.sped_cnae_330","2072000","FABRICAÇÃO DE TINTAS DE IMPRESSÃO"
"__export__.sped_cnae_331","2073800","FABRICAÇÃO DE IMPERMEABILIZANTES, SOLVENTES E PRODUTOS AFINS"
"__export__.sped_cnae_332","2091600","FABRICAÇÃO DE ADESIVOS E SELANTES"
"__export__.sped_cnae_333","2092401","FABRICAÇÃO DE PÓLVORAS, EXPLOSIVOS E DETONANTES"
"__export__.sped_cnae_334","2092402","FABRICAÇÃO DE ARTIGOS PIROTÉCNICOS"
"__export__.sped_cnae_335","2092403","FABRICAÇÃO DE FÓSFOROS DE SEGURANÇA"
"__export__.sped_cnae_336","2093200","FABRICAÇÃO DE ADITIVOS DE USO INDUSTRIAL"
"__export__.sped_cnae_337","2094100","FABRICAÇÃO DE CATALISADORES"
"__export__.sped_cnae_338","2099101","FABRICAÇÃO DE CHAPAS, FILMES, PAPÉIS E OUTROS MATERIAIS E PRODUTOS QUÍMICOS PARA FOTOGRAFIA"
"__export__.sped_cnae_339","2099199","FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_340","2110600","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS"
"__export__.sped_cnae_341","2121101","FABRICAÇÃO DE MEDICAMENTOS ALOPÁTICOS PARA USO HUMANO"
"__export__.sped_cnae_342","2121102","FABRICAÇÃO DE MEDICAMENTOS HOMEOPÁTICOS PARA USO HUMANO"
"__export__.sped_cnae_343","2121103","FABRICAÇÃO DE MEDICAMENTOS FITOTERÁPICOS PARA USO HUMANO"
"__export__.sped_cnae_344","2122000","FABRICAÇÃO DE MEDICAMENTOS PARA USO VETERINÁRIO"
"__export__.sped_cnae_345","2123800","FABRICAÇÃO DE PREPARAÇÕES FARMACÊUTICAS"
"__export__.sped_cnae_346","2211100","FABRICAÇÃO DE PNEUMÁTICOS E DE CÂMARAS-DE-AR"
"__export__.sped_cnae_347","2212900","REFORMA DE PNEUMÁTICOS USADOS"
"__export__.sped_cnae_348","2219600","FABRICAÇÃO DE ARTEFATOS DE BORRACHA NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_349","2221800","FABRICAÇÃO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLÁSTICO"
"__export__.sped_cnae_350","2222600","FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁSTICO"
"__export__.sped_cnae_351","2223400","FABRICAÇÃO DE TUBOS E ACESSÓRIOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO"
"__export__.sped_cnae_352","2229301","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO PESSOAL E DOMÉSTICO"
"__export__.sped_cnae_353","2229302","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USOS INDUSTRIAIS"
"__export__.sped_cnae_354","2229303","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO, EXCETO TUBOS E ACESSÓRIOS"
"__export__.sped_cnae_355","2229399","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA OUTROS USOS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_356","2311700","FABRICAÇÃO DE VIDRO PLANO E DE SEGURANÇA"
"__export__.sped_cnae_357","2312500","FABRICAÇÃO DE EMBALAGENS DE VIDRO"
"__export__.sped_cnae_358","2319200","FABRICAÇÃO DE ARTIGOS DE VIDRO"
"__export__.sped_cnae_359","2320600","FABRICAÇÃO DE CIMENTO"
"__export__.sped_cnae_360","2330301","FABRICAÇÃO DE ESTRUTURAS PRÉ-MOLDADAS DE CONCRETO ARMADO, EM SÉRIE E SOB ENCOMENDA"
"__export__.sped_cnae_361","2330302","FABRICAÇÃO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUÇÃO"
"__export__.sped_cnae_362","2330303","FABRICAÇÃO DE ARTEFATOS DE FIBROCIMENTO PARA USO NA CONSTRUÇÃO"
"__export__.sped_cnae_363","2330304","FABRICAÇÃO DE CASAS PRÉ-MOLDADAS DE CONCRETO"
"__export__.sped_cnae_364","2330305","PREPARAÇÃO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUÇÃO"
"__export__.sped_cnae_365","2330399","FABRICAÇÃO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES"
"__export__.sped_cnae_366","2341900","FABRICAÇÃO DE PRODUTOS CERÂMICOS REFRATÁRIOS"
"__export__.sped_cnae_367","2342701","FABRICAÇÃO DE AZULEJOS E PISOS"
"__export__.sped_cnae_368","2342702","FABRICAÇÃO DE ARTEFATOS DE CERÂMICA E BARRO COZIDO PARA USO NA CONSTRUÇÃO, EXCETO AZULEJOS E PISOS"
"__export__.sped_cnae_369","2349401","FABRICAÇÃO DE MATERIAL SANITÁRIO DE CERÂMICA"
"__export__.sped_cnae_370","2349499","FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO-REFRATÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_371","2391501","BRITAMENTO DE PEDRAS, EXCETO ASSOCIADO À EXTRAÇÃO"
"__export__.sped_cnae_372","2391502","APARELHAMENTO DE PEDRAS PARA CONSTRUÇÃO, EXCETO ASSOCIADO À EXTRAÇÃO"
"__export__.sped_cnae_373","2391503","APARELHAMENTO DE PLACAS E EXECUÇÃO DE TRABALHOS EM MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS"
"__export__.sped_cnae_374","2392300","FABRICAÇÃO DE CAL E GESSO"
"__export__.sped_cnae_375","2399101","DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIFICAÇÃO E OUTROS TRABALHOS EM CERÂMICA, LOUÇA, VIDRO E CRISTAL"
"__export__.sped_cnae_376","2399199","FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_377","2411300","PRODUÇÃO DE FERRO-GUSA"
"__export__.sped_cnae_378","2412100","PRODUÇÃO DE FERROLIGAS"
"__export__.sped_cnae_379","2421100","PRODUÇÃO DE SEMI-ACABADOS DE AÇO"
"__export__.sped_cnae_380","2422901","PRODUÇÃO DE LAMINADOS PLANOS DE AÇO AO CARBONO, REVESTIDOS OU NÃO"
"__export__.sped_cnae_381","2422902","PRODUÇÃO DE LAMINADOS PLANOS DE AÇOS ESPECIAIS"
"__export__.sped_cnae_382","2423701","PRODUÇÃO DE TUBOS DE AÇO SEM COSTURA"
"__export__.sped_cnae_383","2423702","PRODUÇÃO DE LAMINADOS LONGOS DE AÇO, EXCETO TUBOS"
"__export__.sped_cnae_384","2424501","PRODUÇÃO DE ARAMES DE AÇO"
"__export__.sped_cnae_385","2424502","PRODUÇÃO DE RELAMINADOS, TREFILADOS E PERFILADOS DE AÇO, EXCETO ARAMES"
"__export__.sped_cnae_386","2431800","PRODUÇÃO DE TUBOS DE AÇO COM COSTURA"
"__export__.sped_cnae_387","2439300","PRODUÇÃO DE OUTROS TUBOS DE FERRO E AÇO"
"__export__.sped_cnae_388","2441501","PRODUÇÃO DE ALUMÍNIO E SUAS LIGAS EM FORMAS PRIMÁRIAS"
"__export__.sped_cnae_389","2441502","PRODUÇÃO DE LAMINADOS DE ALUMÍNIO"
"__export__.sped_cnae_390","2442300","METALURGIA DOS METAIS PRECIOSOS"
"__export__.sped_cnae_391","2443100","METALURGIA DO COBRE"
"__export__.sped_cnae_392","2449101","PRODUÇÃO DE ZINCO EM FORMAS PRIMÁRIAS"
"__export__.sped_cnae_393","2449102","PRODUÇÃO DE LAMINADOS DE ZINCO"
"__export__.sped_cnae_394","2449103","PRODUÇÃO DE SOLDAS E ÂNODOS PARA GALVANOPLASTIA"
"__export__.sped_cnae_395","2449199","METALURGIA DE OUTROS METAIS NÃO-FERROSOS E SUAS LIGAS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_396","2451200","FUNDIÇÃO DE FERRO E AÇO"
"__export__.sped_cnae_397","2452100","FUNDIÇÃO DE METAIS NÃO-FERROSOS E SUAS LIGAS"
"__export__.sped_cnae_398","2511000","FABRICAÇÃO DE ESTRUTURAS METÁLICAS"
"__export__.sped_cnae_399","2512800","FABRICAÇÃO DE ESQUADRIAS DE METAL"
"__export__.sped_cnae_400","2513600","FABRICAÇÃO DE OBRAS DE CALDEIRARIA PESADA"
"__export__.sped_cnae_401","2521700","FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS PARA AQUECIMENTO CENTRAL"
"__export__.sped_cnae_402","2522500","FABRICAÇÃO DE CALDEIRAS GERADORAS DE VAPOR, EXCETO PARA AQUECIMENTO CENTRAL E PARA VEÍCULOS"
"__export__.sped_cnae_403","2531401","PRODUÇÃO DE FORJADOS DE AÇO"
"__export__.sped_cnae_404","2531402","PRODUÇÃO DE FORJADOS DE METAIS NÃO-FERROSOS E SUAS LIGAS"
"__export__.sped_cnae_405","2532201","PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL"
"__export__.sped_cnae_406","2532202","METALURGIA DO PÓ"
"__export__.sped_cnae_407","2539000","SERVIÇOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS"
"__export__.sped_cnae_408","2541100","FABRICAÇÃO DE ARTIGOS DE CUTELARIA"
"__export__.sped_cnae_409","2542000","FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS"
"__export__.sped_cnae_410","2543800","FABRICAÇÃO DE FERRAMENTAS"
"__export__.sped_cnae_411","2550101","FABRICAÇÃO DE EQUIPAMENTO BÉLICO PESADO, EXCETO VEÍCULOS MILITARES DE COMBATE"
"__export__.sped_cnae_412","2550102","FABRICAÇÃO DE ARMAS DE FOGO E MUNIÇÕES"
"__export__.sped_cnae_413","2591800","FABRICAÇÃO DE EMBALAGENS METÁLICAS"
"__export__.sped_cnae_414","2592601","FABRICAÇÃO DE PRODUTOS DE TREFILADOS DE METAL PADRONIZADOS"
"__export__.sped_cnae_415","2592602","FABRICAÇÃO DE PRODUTOS DE TREFILADOS DE METAL, EXCETO PADRONIZADOS"
"__export__.sped_cnae_416","2593400","FABRICAÇÃO DE ARTIGOS DE METAL PARA USO DOMÉSTICO E PESSOAL"
"__export__.sped_cnae_417","2599301","SERVIÇOS DE CONFECÇÃO DE ARMAÇÕES METÁLICAS PARA A CONSTRUÇÃO"
"__export__.sped_cnae_418","2599399","FABRICAÇÃO DE OUTROS PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_419","2610800","FABRICAÇÃO DE COMPONENTES ELETRÔNICOS"
"__export__.sped_cnae_420","2621300","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA"
"__export__.sped_cnae_421","2622100","FABRICAÇÃO DE PERIFÉRICOS PARA EQUIPAMENTOS DE INFORMÁTICA"
"__export__.sped_cnae_422","2631100","FABRICAÇÃO DE EQUIPAMENTOS TRANSMISSORES DE COMUNICAÇÃO, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_423","2632900","FABRICAÇÃO DE APARELHOS TELEFÔNICOS E DE OUTROS EQUIPAMENTOS DE COMUNICAÇÃO, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_424","2640000","FABRICAÇÃO DE APARELHOS DE RECEPÇÃO, REPRODUÇÃO, GRAVAÇÃO E AMPLIFICAÇÃO DE ÁUDIO E VÍDEO"
"__export__.sped_cnae_425","2651500","FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS DE MEDIDA, TESTE E CONTROLE"
"__export__.sped_cnae_426","2652300","FABRICAÇÃO DE CRONÔMETROS E RELÓGIOS"
"__export__.sped_cnae_427","2660400","FABRICAÇÃO DE APARELHOS ELETROMÉDICOS E ELETROTERAPÊUTICOS E EQUIPAMENTOS DE IRRADIAÇÃO"
"__export__.sped_cnae_428","2670101","FABRICAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS ÓPTICOS, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_429","2670102","FABRICAÇÃO DE APARELHOS FOTOGRÁFICOS E CINEMATOGRÁFICOS, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_430","2680900","FABRICAÇÃO DE MÍDIAS VIRGENS, MAGNÉTICAS E ÓPTICAS"
"__export__.sped_cnae_431","2710401","FABRICAÇÃO DE GERADORES DE CORRENTE CONTÍNUA E ALTERNADA, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_432","2710402","FABRICAÇÃO DE TRANSFORMADORES, INDUTORES, CONVERSORES, SINCRONIZADORES E SEMELHANTES, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_433","2710403","FABRICAÇÃO DE MOTORES ELÉTRICOS, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_434","2721000","FABRICAÇÃO DE PILHAS, BATERIAS E ACUMULADORES ELÉTRICOS, EXCETO PARA VEÍCULOS AUTOMOTORES"
"__export__.sped_cnae_435","2722801","FABRICAÇÃO DE BATERIAS E ACUMULADORES PARA VEÍCULOS AUTOMOTORES"
"__export__.sped_cnae_436","2722802","RECONDICIONAMENTO DE BATERIAS E ACUMULADORES PARA VEÍCULOS AUTOMOTORES"
"__export__.sped_cnae_437","2731700","FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA"
"__export__.sped_cnae_438","2732500","FABRICAÇÃO DE MATERIAL ELÉTRICO PARA INSTALAÇÕES EM CIRCUITO DE CONSUMO"
"__export__.sped_cnae_439","2733300","FABRICAÇÃO DE FIOS, CABOS E CONDUTORES ELÉTRICOS ISOLADOS"
"__export__.sped_cnae_440","2740601","FABRICAÇÃO DE LÂMPADAS"
"__export__.sped_cnae_441","2740602","FABRICAÇÃO DE LUMINÁRIAS E OUTROS EQUIPAMENTOS DE ILUMINAÇÃO"
"__export__.sped_cnae_442","2751100","FABRICAÇÃO DE FOGÕES, REFRIGERADORES E MÁQUINAS DE LAVAR E SECAR PARA USO DOMÉSTICO, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_443","2759701","FABRICAÇÃO DE APARELHOS ELÉTRICOS DE USO PESSOAL, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_444","2759799","FABRICAÇÃO DE OUTROS APARELHOS ELETRODOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_445","2790201","FABRICAÇÃO DE ELETRODOS, CONTATOS E OUTROS ARTIGOS DE CARVÃO E GRAFITA PARA USO ELÉTRICO, ELETROÍMÃS E ISOLADORES"
"__export__.sped_cnae_446","2790202","FABRICAÇÃO DE EQUIPAMENTOS PARA SINALIZAÇÃO E ALARME"
"__export__.sped_cnae_447","2790299","FABRICAÇÃO DE OUTROS EQUIPAMENTOS E APARELHOS ELÉTRICOS NÃO ESPECIFICADOS ANTERIORMENTE"
"__export__.sped_cnae_448","2811900","FABRICAÇÃO DE MOTORES E TURBINAS, PEÇAS E ACESSÓRIOS, EXCETO PARA AVIÕES E VEÍCULOS RODOVIÁRIOS"
"__export__.sped_cnae_449","2812700","FABRICAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTICOS, PEÇAS E ACESSÓRIOS, EXCETO VÁLVULAS"
"__export__.sped_cnae_450","2813500","FABRICAÇÃO DE VÁLVULAS, REGISTROS E DISPOSITIVOS SEMELHANTES, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_451","2814301","FABRICAÇÃO DE COMPRESSORES PARA USO INDUSTRIAL, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_452","2814302","FABRICAÇÃO DE COMPRESSORES PARA USO NÃO-INDUSTRIAL, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_453","2815101","FABRICAÇÃO DE ROLAMENTOS PARA FINS INDUSTRIAIS"
"__export__.sped_cnae_454","2815102","FABRICAÇÃO DE EQUIPAMENTOS DE TRANSMISSÃO PARA FINS INDUSTRIAIS, EXCETO ROLAMENTOS"
"__export__.sped_cnae_455","2821601","FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO-ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_456","2821602","FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_457","2822401","FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_458","2822402","FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_459","2823200","FABRICAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_460","2824101","FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS DE AR CONDICIONADO PARA USO INDUSTRIAL"
"__export__.sped_cnae_461","2824102","FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS DE AR CONDICIONADO PARA USO NÃO-INDUSTRIAL"
"__export__.sped_cnae_462","2825900","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA SANEAMENTO BÁSICO E AMBIENTAL, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_463","2829101","FABRICAÇÃO DE MÁQUINAS DE ESCREVER, CALCULAR E OUTROS EQUIPAMENTOS NÃO-ELETRÔNICOS PARA ESCRITÓRIO, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_464","2829199","FABRICAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS DE USO GERAL NÃO ESPECIFICADOS ANTERIORMENTE, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_465","2831300","FABRICAÇÃO DE TRATORES AGRÍCOLAS, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_466","2832100","FABRICAÇÃO DE EQUIPAMENTOS PARA IRRIGAÇÃO AGRÍCOLA, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_467","2833000","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA A AGRICULTURA E PECUÁRIA, PEÇAS E ACESSÓRIOS, EXCETO PARA IRRIGAÇÃO"
"__export__.sped_cnae_468","2840200","FABRICAÇÃO DE MÁQUINAS-FERRAMENTA, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_469","2851800","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA A PROSPECÇÃO E EXTRAÇÃO DE PETRÓLEO, PEÇAS E ACESSÓRIOS"
"__export__.sped_cnae_470","2852600","FABRICAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS PARA USO NA EXTRAÇÃO MINERAL, PEÇAS E ACESSÓRIOS, EXCETO NA EXTRAÇÃO DE PETRÓLEO"
"__export__.sped_cnae_471","2853400","FABRICAÇÃO DE TRATORES, PEÇAS E ACESSÓRIOS, EXCETO AGRÍCOLAS"
