"id","codigo_anp","codigo_ibge","codigo_siafi","estado_id/id","nome","pais_id/id"
"__export__.sped_municipio_1054","0010100","22077930000","1104","__export__.sped_estado_9","Pau D'Arco do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1055","0005661","22078010000","1155","__export__.sped_estado_9","Paulistana","__export__.sped_pais_30"
"__export__.sped_municipio_1056","0005662","22078500000","366","__export__.sped_estado_9","Pavussu","__export__.sped_pais_30"
"__export__.sped_municipio_1057","0005663","22079000000","1157","__export__.sped_estado_9","Pedro Ii","__export__.sped_pais_30"
"__export__.sped_municipio_1058","0005664","22079340000","368","__export__.sped_estado_9","Pedro Laurentino","__export__.sped_pais_30"
"__export__.sped_municipio_1059","0005645","22079590000","370","__export__.sped_estado_9","Nova Santa Rita","__export__.sped_pais_30"
"__export__.sped_municipio_1060","0005665","22080070000","1159","__export__.sped_estado_9","Picos","__export__.sped_pais_30"
"__export__.sped_municipio_1061","0005666","22081060000","1161","__export__.sped_estado_9","Pimenteiras","__export__.sped_pais_30"
"__export__.sped_municipio_1062","0005667","22082050000","1163","__export__.sped_estado_9","Pio Ix","__export__.sped_pais_30"
"__export__.sped_municipio_1063","0005668","22083040000","1165","__export__.sped_estado_9","Piracuruca","__export__.sped_pais_30"
"__export__.sped_municipio_1064","0005669","22084030000","1167","__export__.sped_estado_9","Piripiri","__export__.sped_pais_30"
"__export__.sped_municipio_1065","0005670","22085020000","1169","__export__.sped_estado_9","Porto","__export__.sped_pais_30"
"__export__.sped_municipio_1066","0005671","22085510000","372","__export__.sped_estado_9","Porto Alegre do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1067","0005672","22086010000","1171","__export__.sped_estado_9","Prata do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1068","0005673","22086500000","2279","__export__.sped_estado_9","Queimada Nova","__export__.sped_pais_30"
"__export__.sped_municipio_1069","0005674","22087000000","1173","__export__.sped_estado_9","Redenção do Gurguéia","__export__.sped_pais_30"
"__export__.sped_municipio_1070","0005675","22088090000","1175","__export__.sped_estado_9","Regeneração","__export__.sped_pais_30"
"__export__.sped_municipio_1071","0005676","22088580000","374","__export__.sped_estado_9","Riacho Frio","__export__.sped_pais_30"
"__export__.sped_municipio_1072","0005677","22088740000","376","__export__.sped_estado_9","Ribeira do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1073","0005678","22089080000","1177","__export__.sped_estado_9","Ribeiro Gonçalves","__export__.sped_pais_30"
"__export__.sped_municipio_1074","0005679","22090050000","1179","__export__.sped_estado_9","Rio Grande do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1075","0005680","22091040000","1181","__export__.sped_estado_9","Santa Cruz do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1076","0005681","22091530000","1295","__export__.sped_estado_9","Santa Cruz dos Milagres","__export__.sped_pais_30"
"__export__.sped_municipio_1077","0005682","22092030000","1183","__export__.sped_estado_9","Santa Filomena","__export__.sped_pais_30"
"__export__.sped_municipio_1078","0005683","22093020000","1185","__export__.sped_estado_9","Santa Luz","__export__.sped_pais_30"
"__export__.sped_municipio_1079","0005685","22093510000","2281","__export__.sped_estado_9","Santana do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1080","0005684","22093770000","2261","__export__.sped_estado_9","Santa Rosa do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1081","0005686","22094010000","1187","__export__.sped_estado_9","Santo Antônio de Lisboa","__export__.sped_pais_30"
"__export__.sped_municipio_1082","0005687","22094500000","378","__export__.sped_estado_9","Santo Antônio dos Milagres","__export__.sped_pais_30"
"__export__.sped_municipio_1083","0005688","22095000000","1189","__export__.sped_estado_9","Santo Inácio do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1084","0005689","22095590000","2263","__export__.sped_estado_9","São Braz do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1085","0005690","22096090000","1191","__export__.sped_estado_9","São Félix do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1086","0005691","22096580000","380","__export__.sped_estado_9","São Francisco de Assis do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1087","0005692","22097080000","1193","__export__.sped_estado_9","São Francisco do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1088","0005693","22097570000","382","__export__.sped_estado_9","São Gonçalo do Gurguéia","__export__.sped_pais_30"
"__export__.sped_municipio_1089","0005694","22098070000","1195","__export__.sped_estado_9","São Gonçalo do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1090","0005695","22098560000","1291","__export__.sped_estado_9","São João da Canabrava","__export__.sped_pais_30"
"__export__.sped_municipio_1091","0005696","22098720000","384","__export__.sped_estado_9","São João da Fronteira","__export__.sped_pais_30"
"__export__.sped_municipio_1092","0005697","22099060000","1197","__export__.sped_estado_9","São João da Serra","__export__.sped_pais_30"
"__export__.sped_municipio_1093","0005698","22099550000","386","__export__.sped_estado_9","São João da Varjota","__export__.sped_pais_30"
"__export__.sped_municipio_1094","0005699","22099710000","388","__export__.sped_estado_9","São João do Arraial","__export__.sped_pais_30"
"__export__.sped_municipio_1095","0005700","22100030000","1199","__export__.sped_estado_9","São João do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1096","0005701","22100520000","2285","__export__.sped_estado_9","São José do Divino","__export__.sped_pais_30"
"__export__.sped_municipio_1097","0005702","22101020000","1201","__export__.sped_estado_9","São José do Peixe","__export__.sped_pais_30"
"__export__.sped_municipio_1098","0005703","22102010000","1203","__export__.sped_estado_9","São José do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1099","0005704","22103000000","1205","__export__.sped_estado_9","São Julião","__export__.sped_pais_30"
"__export__.sped_municipio_1100","0005705","22103590000","2265","__export__.sped_estado_9","São Lourenço do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1101","0005706","22103750000","390","__export__.sped_estado_9","São Luis do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1102","0005707","22103830000","392","__export__.sped_estado_9","São Miguel da Baixa Grande","__export__.sped_pais_30"
"__export__.sped_municipio_1103","0005708","22103910000","394","__export__.sped_estado_9","São Miguel do Fidalgo","__export__.sped_pais_30"
"__export__.sped_municipio_1104","0005709","22104090000","1207","__export__.sped_estado_9","São Miguel do Tapuio","__export__.sped_pais_30"
"__export__.sped_municipio_1105","0005710","22105080000","1209","__export__.sped_estado_9","São Pedro do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1106","0005711","22106070000","1211","__export__.sped_estado_9","São Raimundo Nonato","__export__.sped_pais_30"
"__export__.sped_municipio_1107","0005712","22106230000","396","__export__.sped_estado_9","Sebastião Barros","__export__.sped_pais_30"
"__export__.sped_municipio_1108","0005713","22106310000","398","__export__.sped_estado_9","Sebastião Leal","__export__.sped_pais_30"
"__export__.sped_municipio_1109","0005714","22106560000","1379","__export__.sped_estado_9","Sigefredo Pacheco","__export__.sped_pais_30"
"__export__.sped_municipio_1110","0005715","22107060000","1213","__export__.sped_estado_9","Simões","__export__.sped_pais_30"
"__export__.sped_municipio_1111","0005716","22108050000","1215","__export__.sped_estado_9","Simplício Mendes","__export__.sped_pais_30"
"__export__.sped_municipio_1112","0005717","22109040000","1217","__export__.sped_estado_9","Socorro do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1113","0005718","22109380000","400","__export__.sped_estado_9","Sussuapara","__export__.sped_pais_30"
"__export__.sped_municipio_1114","0005719","22109530000","402","__export__.sped_estado_9","Tamboril do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1115","0005720","22109790000","404","__export__.sped_estado_9","Tanque do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1116","0005721","22110010000","1219","__export__.sped_estado_9","Teresina","__export__.sped_pais_30"
"__export__.sped_municipio_1122","0005722","22111000000","1221","__export__.sped_estado_9","União","__export__.sped_pais_30"
"__export__.sped_municipio_1123","0005723","22112090000","1223","__export__.sped_estado_9","Uruçuí","__export__.sped_pais_30"
"__export__.sped_municipio_1124","0005724","22113080000","1225","__export__.sped_estado_9","Valença do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1125","0005725","22113570000","2267","__export__.sped_estado_9","Várzea Branca","__export__.sped_pais_30"
"__export__.sped_municipio_1126","0005726","22114070000","1227","__export__.sped_estado_9","Várzea Grande","__export__.sped_pais_30"
"__export__.sped_municipio_1127","0005727","22115060000","406","__export__.sped_estado_9","Vera Mendes","__export__.sped_pais_30"
"__export__.sped_municipio_1128","0005728","22116050000","408","__export__.sped_estado_9","Vila Nova do Piauí","__export__.sped_pais_30"
"__export__.sped_municipio_1129","0005729","22117040000","410","__export__.sped_estado_9","Wall Ferraz","__export__.sped_pais_30"
"__export__.sped_municipio_1130","0001122","23001010000","1301","__export__.sped_estado_10","Abaiara","__export__.sped_pais_30"
"__export__.sped_municipio_1132","0001124","23001500000","1231","__export__.sped_estado_10","Acarape","__export__.sped_pais_30"
"__export__.sped_municipio_1133","0001125","23002000000","1303","__export__.sped_estado_10","Acaraú","__export__.sped_pais_30"
"__export__.sped_municipio_1137","0001126","23003090000","1305","__export__.sped_estado_10","Acopiara","__export__.sped_pais_30"
"__export__.sped_municipio_1147","0001131","23004080000","1307","__export__.sped_estado_10","Aiuaba","__export__.sped_pais_30"
"__export__.sped_municipio_1149","0001134","23005070000","1309","__export__.sped_estado_10","Alcântaras","__export__.sped_pais_30"
"__export__.sped_municipio_1151","0001137","23006060000","1311","__export__.sped_estado_10","Altaneira","__export__.sped_pais_30"
"__export__.sped_municipio_1153","0001138","23007050000","1313","__export__.sped_estado_10","Alto Santo","__export__.sped_pais_30"
"__export__.sped_municipio_1155","0001145","23007540000","1587","__export__.sped_estado_10","Amontada","__export__.sped_pais_30"
"__export__.sped_municipio_1164","0001149","23008040000","1315","__export__.sped_estado_10","Antonina do Norte","__export__.sped_pais_30"
"__export__.sped_municipio_1166","0001154","23009030000","1317","__export__.sped_estado_10","Apuiarés","__export__.sped_pais_30"
"__export__.sped_municipio_1169","0001156","23010000000","1319","__export__.sped_estado_10","Aquiraz","__export__.sped_pais_30"
"__export__.sped_municipio_1177","0001158","23011090000","1321","__export__.sped_estado_10","Aracati","__export__.sped_pais_30"
"__export__.sped_municipio_1184","0001161","23012080000","1323","__export__.sped_estado_10","Aracoiaba","__export__.sped_pais_30"
"__export__.sped_municipio_1193","0001168","23012570000","989","__export__.sped_estado_10","Ararendá","__export__.sped_pais_30"
"__export__.sped_municipio_1195","0001169","23013070000","1325","__export__.sped_estado_10","Araripe","__export__.sped_pais_30"
"__export__.sped_municipio_1200","0001173","23014060000","1327","__export__.sped_estado_10","Aratuba","__export__.sped_pais_30"
"__export__.sped_municipio_1202","0001176","23015050000","1329","__export__.sped_estado_10","Arneiroz","__export__.sped_pais_30"
"__export__.sped_municipio_1203","0001180","23016040000","1331","__export__.sped_estado_10","Assaré","__export__.sped_pais_30"
"__export__.sped_municipio_1206","0001183","23017030000","1333","__export__.sped_estado_10","Aurora","__export__.sped_pais_30"
"__export__.sped_municipio_1210","0001185","23018020000","1335","__export__.sped_estado_10","Baixio","__export__.sped_pais_30"
"__export__.sped_municipio_1211","0001187","23018510000","1233","__export__.sped_estado_10","Banabuiú","__export__.sped_pais_30"
"__export__.sped_municipio_1216","0001190","23019010000","1337","__export__.sped_estado_10","Barbalha","__export__.sped_pais_30"
"__export__.sped_municipio_1219","0001196","23019500000","1235","__export__.sped_estado_10","Barreira","__export__.sped_pais_30"
"__export__.sped_municipio_1223","0001203","23020080000","1339","__export__.sped_estado_10","Barro","__export__.sped_pais_30"
"__export__.sped_municipio_1231","0001205","23020570000","1237","__export__.sped_estado_10","Barroquinha","__export__.sped_pais_30"
"__export__.sped_municipio_1234","0001206","23021070000","1341","__export__.sped_estado_10","Baturité","__export__.sped_pais_30"
"__export__.sped_municipio_1237","0001208","23022060000","1343","__export__.sped_estado_10","Beberibe","__export__.sped_pais_30"
"__export__.sped_municipio_1244","0001209","23023050000","1345","__export__.sped_estado_10","Bela Cruz","__export__.sped_pais_30"
"__export__.sped_municipio_1246","0001218","23024040000","1347","__export__.sped_estado_10","Boa Viagem","__export__.sped_pais_30"
"__export__.sped_municipio_1258","0001229","23025030000","1349","__export__.sped_estado_10","Brejo Santo","__export__.sped_pais_30"
"__export__.sped_municipio_1261","0001247","23026020000","1351","__export__.sped_estado_10","Camocim","__export__.sped_pais_30"
"__export__.sped_municipio_1264","0001250","23027010000","1353","__export__.sped_estado_10","Campos Sales","__export__.sped_pais_30"
"__export__.sped_municipio_1270","0001256","23028000000","1355","__export__.sped_estado_10","Canindé","__export__.sped_pais_30"
"__export__.sped_municipio_1280","0001260","23029090000","1357","__export__.sped_estado_10","Capistrano","__export__.sped_pais_30"
"__export__.sped_municipio_1281","0001264","23030060000","1359","__export__.sped_estado_10","Caridade","__export__.sped_pais_30"
"__export__.sped_municipio_1284","0001265","23031050000","1361","__export__.sped_estado_10","Cariré","__export__.sped_pais_30"
"__export__.sped_municipio_1289","0001266","23032040000","1363","__export__.sped_estado_10","Caririaçu","__export__.sped_pais_30"
"__export__.sped_municipio_1293","0001267","23033030000","1365","__export__.sped_estado_10","Cariús","__export__.sped_pais_30"
"__export__.sped_municipio_1298","0001270","23034020000","1367","__export__.sped_estado_10","Carnaubal","__export__.sped_pais_30"
"__export__.sped_municipio_1299","0001278","23035010000","1369","__export__.sped_estado_10","Cascavel","__export__.sped_pais_30"
"__export__.sped_municipio_1305","0001280","23036000000","1371","__export__.sped_estado_10","Catarina","__export__.sped_pais_30"
"__export__.sped_municipio_1306","0001283","23036590000","983","__export__.sped_estado_10","Catunda","__export__.sped_pais_30"
"__export__.sped_municipio_1309","0001284","23037090000","1373","__export__.sped_estado_10","Caucaia","__export__.sped_pais_30"
"__export__.sped_municipio_1317","0001287","23038080000","1375","__export__.sped_estado_10","Cedro","__export__.sped_pais_30"
"__export__.sped_municipio_1324","0001289","23039070000","1377","__export__.sped_estado_10","Chaval","__export__.sped_pais_30"
"__export__.sped_municipio_1326","0001290","23039310000","993","__export__.sped_estado_10","Choró","__export__.sped_pais_30"
"__export__.sped_municipio_1331","0001291","23039560000","1239","__export__.sped_estado_10","Chorozinho","__export__.sped_pais_30"
"__export__.sped_municipio_1337","0001298","23040040000","1381","__export__.sped_estado_10","Coreaú","__export__.sped_pais_30"
"__export__.sped_municipio_1341","0001300","23041030000","1383","__export__.sped_estado_10","Crateús","__export__.sped_pais_30"
"__export__.sped_municipio_1354","0001301","23042020000","1385","__export__.sped_estado_10","Crato","__export__.sped_pais_30"
"__export__.sped_municipio_1364","0001304","23042360000","1241","__export__.sped_estado_10","Croatá","__export__.sped_pais_30"
"__export__.sped_municipio_1369","0001308","23042510000","1589","__export__.sped_estado_10","Cruz","__export__.sped_pais_30"
"__export__.sped_municipio_1371","0001318","23042690000","1243","__export__.sped_estado_10","Deputado Irapuan Pinheiro","__export__.sped_pais_30"
"__export__.sped_municipio_1377","0001333","23042770000","1245","__export__.sped_estado_10","Ererê","__export__.sped_pais_30"
"__export__.sped_municipio_1378","0001337","23042850000","1247","__export__.sped_estado_10","Eusébio","__export__.sped_pais_30"
"__export__.sped_municipio_1379","0001338","23043010000","1387","__export__.sped_estado_10","Farias Brito","__export__.sped_pais_30"
"__export__.sped_municipio_1383","0001346","23043500000","1591","__export__.sped_estado_10","Forquilha","__export__.sped_pais_30"
"__export__.sped_municipio_1385","0001347","23044000000","1389","__export__.sped_estado_10","Fortaleza","__export__.sped_pais_30"
"__export__.sped_municipio_1397","0001348","23044590000","987","__export__.sped_estado_10","Fortim","__export__.sped_pais_30"
"__export__.sped_municipio_1403","0001349","23045090000","1391","__export__.sped_estado_10","Frecheirinha","__export__.sped_pais_30"
"__export__.sped_municipio_1404","0001355","23046080000","1393","__export__.sped_estado_10","General Sampaio","__export__.sped_pais_30"
"__export__.sped_municipio_1405","0001361","23046570000","1249","__export__.sped_estado_10","Graça","__export__.sped_pais_30"
"__export__.sped_municipio_1407","0001362","23047070000","1395","__export__.sped_estado_10","Granja","__export__.sped_pais_30"
"__export__.sped_municipio_1414","0001363","23048060000","1397","__export__.sped_estado_10","Granjeiro","__export__.sped_pais_30"
"__export__.sped_municipio_1415","0001364","23049050000","1399","__export__.sped_estado_10","Groaíras","__export__.sped_pais_30"
"__export__.sped_municipio_1417","0001365","23049540000","1251","__export__.sped_estado_10","Guaiúba","__export__.sped_pais_30"
"__export__.sped_municipio_1423","0001368","23050010000","1401","__export__.sped_estado_10","Guaraciaba do Norte","__export__.sped_pais_30"
"__export__.sped_municipio_1429","0001369","23051000000","1403","__export__.sped_estado_10","Guaramiranga","__export__.sped_pais_30"
"__export__.sped_municipio_1431","0001375","23052090000","1405","__export__.sped_estado_10","Hidrolândia","__export__.sped_pais_30"
"__export__.sped_municipio_1435","0001377","23052330000","1253","__export__.sped_estado_10","Horizonte","__export__.sped_pais_30"
"__export__.sped_municipio_1439","0001380","23052660000","1255","__export__.sped_estado_10","Ibaretama","__export__.sped_pais_30"
"__export__.sped_municipio_1443","0001382","23053080000","1407","__export__.sped_estado_10","Ibiapina","__export__.sped_pais_30"
"__export__.sped_municipio_1447","0001386","23053320000","1257","__export__.sped_estado_10","Ibicuitinga","__export__.sped_pais_30"
"__export__.sped_municipio_1452","0001390","23053570000","1593","__export__.sped_estado_10","Icapuí","__export__.sped_pais_30"
"__export__.sped_municipio_1455","0001392","23054070000","1409","__export__.sped_estado_10","Icó","__export__.sped_pais_30"
"__export__.sped_municipio_1461","0001396","23055060000","1411","__export__.sped_estado_10","Iguatu","__export__.sped_pais_30"
"__export__.sped_municipio_1469","0001397","23056050000","1413","__export__.sped_estado_10","Independência","__export__.sped_pais_30"
"__export__.sped_municipio_1475","0001402","23056540000","1259","__export__.sped_estado_10","Ipaporanga","__export__.sped_pais_30"
"__export__.sped_municipio_1477","0001403","23057040000","1415","__export__.sped_estado_10","Ipaumirim","__export__.sped_pais_30"
"__export__.sped_municipio_1480","0001404","23058030000","1417","__export__.sped_estado_10","Ipu","__export__.sped_pais_30"
"__export__.sped_municipio_1484","0001405","23059020000","1419","__export__.sped_estado_10","Ipueiras","__export__.sped_pais_30"
"__export__.sped_municipio_1495","0001407","23060090000","1421","__export__.sped_estado_10","Iracema","__export__.sped_pais_30"
"__export__.sped_municipio_1498","0001411","23061080000","1423","__export__.sped_estado_10","Irauçuba","__export__.sped_pais_30"
"__export__.sped_municipio_1502","0001415","23062070000","1425","__export__.sped_estado_10","Itaiçaba","__export__.sped_pais_30"
"__export__.sped_municipio_1503","0001417","23062560000","991","__export__.sped_estado_10","Itaitinga","__export__.sped_pais_30"
"__export__.sped_municipio_1505","0001419","23063060000","1427","__export__.sped_estado_10","Itapagé","__export__.sped_pais_30"
"__export__.sped_municipio_1514","0001422","23064050000","1429","__export__.sped_estado_10","Itapipoca","__export__.sped_pais_30"
"__export__.sped_municipio_1526","0001423","23065040000","1431","__export__.sped_estado_10","Itapiúna","__export__.sped_pais_30"
"__export__.sped_municipio_1530","0001425","23065530000","1595","__export__.sped_estado_10","Itarema","__export__.sped_pais_30"
"__export__.sped_municipio_1533","0001426","23066030000","1433","__export__.sped_estado_10","Itatira","__export__.sped_pais_30"
"__export__.sped_municipio_1538","0001432","23067020000","1435","__export__.sped_estado_10","Jaguaretama","__export__.sped_pais_30"
"__export__.sped_municipio_1539","0001433","23068010000","1437","__export__.sped_estado_10","Jaguaribara","__export__.sped_pais_30"
"__export__.sped_municipio_1541","0001434","23069000000","1439","__export__.sped_estado_10","Jaguaribe","__export__.sped_pais_30"
"__export__.sped_municipio_1546","0001435","23070070000","1441","__export__.sped_estado_10","Jaguaruana","__export__.sped_pais_30"
"__export__.sped_municipio_1551","0001439","23071060000","1443","__export__.sped_estado_10","Jardim","__export__.sped_pais_30"
"__export__.sped_municipio_1554","0001442","23072050000","1445","__export__.sped_estado_10","Jati","__export__.sped_pais_30"
"__export__.sped_municipio_1555","0001443","23072540000","985","__export__.sped_estado_10","Jijoca de Jericoacoara","__export__.sped_pais_30"
"__export__.sped_municipio_1556","0001451","23073040000","1447","__export__.sped_estado_10","Juazeiro do Norte","__export__.sped_pais_30"
"__export__.sped_municipio_1559","0001453","23074030000","1449","__export__.sped_estado_10","Jucás","__export__.sped_pais_30"
"__export__.sped_municipio_1565","0001468","23075020000","1451","__export__.sped_estado_10","Lavras da Mangabeira","__export__.sped_pais_30"
"__export__.sped_municipio_1571","0001470","23076010000","1453","__export__.sped_estado_10","Limoeiro do Norte","__export__.sped_pais_30"
"__export__.sped_municipio_1573","0001478","23076350000","1261","__export__.sped_estado_10","Madalena","__export__.sped_pais_30"
"__export__.sped_municipio_1575","0001486","23076500000","1585","__export__.sped_estado_10","Maracanaú","__export__.sped_pais_30"
"__export__.sped_municipio_1577","0001488","23077000000","1455","__export__.sped_estado_10","Maranguape","__export__.sped_pais_30"
"__export__.sped_municipio_1594","0001490","23078090000","1457","__export__.sped_estado_10","Marco","__export__.sped_pais_30"
"__export__.sped_municipio_1597","0001495","23079080000","1459","__export__.sped_estado_10","Martinópole","__export__.sped_pais_30"
"__export__.sped_municipio_1598","0001496","23080050000","1461","__export__.sped_estado_10","Massapê","__export__.sped_pais_30"
"__export__.sped_municipio_1605","0001500","23081040000","1463","__export__.sped_estado_10","Mauriti","__export__.sped_pais_30"
"__export__.sped_municipio_1614","0001502","23082030000","1465","__export__.sped_estado_10","Meruoca","__export__.sped_pais_30"
"__export__.sped_municipio_1619","0001505","23083020000","1467","__export__.sped_estado_10","Milagres","__export__.sped_pais_30"
"__export__.sped_municipio_1621","0001506","23083510000","1597","__export__.sped_estado_10","Milhã","__export__.sped_pais_30"
"__export__.sped_municipio_1624","0001510","23083770000","1263","__export__.sped_estado_10","Miraíma","__export__.sped_pais_30"
"__export__.sped_municipio_1628","0001513","23084010000","1469","__export__.sped_estado_10","Missão Velha","__export__.sped_pais_30"
"__export__.sped_municipio_1632","0001516","23085000000","1471","__export__.sped_estado_10","Mombaça","__export__.sped_pais_30"
"__export__.sped_municipio_1641","0001519","23086090000","1473","__export__.sped_estado_10","Monsenhor Tabosa","__export__.sped_pais_30"
"__export__.sped_municipio_1644","0001526","23087080000","1475","__export__.sped_estado_10","Morada Nova","__export__.sped_pais_30"
"__export__.sped_municipio_1652","0001527","23088070000","1477","__export__.sped_estado_10","Moraújo","__export__.sped_pais_30"
"__export__.sped_municipio_1655","0001528","23089060000","1479","__export__.sped_estado_10","Morrinhos","__export__.sped_pais_30"
"__export__.sped_municipio_1657","0001531","23090030000","1481","__export__.sped_estado_10","Mucambo","__export__.sped_pais_30"
"__export__.sped_municipio_1660","0001532","23091020000","1483","__export__.sped_estado_10","Mulungu","__export__.sped_pais_30"
"__export__.sped_municipio_1661","0001547","23092010000","1485","__export__.sped_estado_10","Nova Olinda","__export__.sped_pais_30"
"__export__.sped_municipio_1662","0001548","23093000000","1487","__export__.sped_estado_10","Nova Russas","__export__.sped_pais_30"
"__export__.sped_municipio_1668","0001551","23094090000","1489","__export__.sped_estado_10","Novo Oriente","__export__.sped_pais_30"
"__export__.sped_municipio_1671","0001553","23094580000","1265","__export__.sped_estado_10","Ocara","__export__.sped_pais_30"
"__export__.sped_municipio_1677","0001559","23095080000","1491","__export__.sped_estado_10","Orós","__export__.sped_pais_30"
"__export__.sped_municipio_1682","0001560","23096070000","1493","__export__.sped_estado_10","Pacajus","__export__.sped_pais_30"
"__export__.sped_municipio_1685","0001561","23097060000","1495","__export__.sped_estado_10","Pacatuba","__export__.sped_pais_30"
"__export__.sped_municipio_1689","0001562","23098050000","1497","__export__.sped_estado_10","Pacoti","__export__.sped_pais_30"
"__export__.sped_municipio_1693","0001563","23099040000","1499","__export__.sped_estado_10","Pacujá","__export__.sped_pais_30"
"__export__.sped_municipio_1694","0001572","23100010000","1501","__export__.sped_estado_10","Palhano","__export__.sped_pais_30"
"__export__.sped_municipio_1696","0001573","23101000000","1503","__export__.sped_estado_10","Palmácia","__export__.sped_pais_30"
"__export__.sped_municipio_1699","0001577","23102090000","1505","__export__.sped_estado_10","Paracuru","__export__.sped_pais_30"
"__export__.sped_municipio_1702","0001578","23102580000","1599","__export__.sped_estado_10","Paraipaba","__export__.sped_pais_30"
"__export__.sped_municipio_1706","0001580","23103080000","1507","__export__.sped_estado_10","Parambu","__export__.sped_pais_30"
"__export__.sped_municipio_1713","0001581","23104070000","1509","__export__.sped_estado_10","Paramoti","__export__.sped_pais_30"
"__export__.sped_municipio_1714","0001594","23105060000","1511","__export__.sped_estado_10","Pedra Branca","__export__.sped_pais_30"
"__export__.sped_municipio_1718","0001600","23106050000","1513","__export__.sped_estado_10","Penaforte","__export__.sped_pais_30"
"__export__.sped_municipio_1721","0001601","23107040000","1515","__export__.sped_estado_10","Pentecoste","__export__.sped_pais_30"
"__export__.sped_municipio_1725","0001602","23108030000","1517","__export__.sped_estado_10","Pereiro","__export__.sped_pais_30"
"__export__.sped_municipio_1727","0001606","23108520000","1267","__export__.sped_estado_10","Pindoretama","__export__.sped_pais_30"
"__export__.sped_municipio_1732","0001608","23109020000","1519","__export__.sped_estado_10","Piquet Carneiro","__export__.sped_pais_30"
"__export__.sped_municipio_1735","0001611","23109510000","1269","__export__.sped_estado_10","Pires Ferreira","__export__.sped_pais_30"
"__export__.sped_municipio_1739","0001621","23110090000","1521","__export__.sped_estado_10","Poranga","__export__.sped_pais_30"
"__export__.sped_municipio_1743","0001623","23111080000","1523","__export__.sped_estado_10","Porteiras","__export__.sped_pais_30"
"__export__.sped_municipio_1744","0001624","23112070000","1525","__export__.sped_estado_10","Potengi","__export__.sped_pais_30"
"__export__.sped_municipio_1746","0001626","23112310000","1271","__export__.sped_estado_10","Potiretama","__export__.sped_pais_30"
"__export__.sped_municipio_1748","0001635","23112640000","9917","__export__.sped_estado_10","Quiterianópolis","__export__.sped_pais_30"
"__export__.sped_municipio_1751","0001636","23113060000","1527","__export__.sped_estado_10","Quixadá","__export__.sped_pais_30"
"__export__.sped_municipio_1764","0001638","23113550000","9853","__export__.sped_estado_10","Quixelô","__export__.sped_pais_30"
"__export__.sped_municipio_1766","0001639","23114050000","1529","__export__.sped_estado_10","Quixeramobim","__export__.sped_pais_30"
"__export__.sped_municipio_1776","0001640","23115040000","1531","__export__.sped_estado_10","Quixeré","__export__.sped_pais_30"
"__export__.sped_municipio_1780","0001643","23116030000","1533","__export__.sped_estado_10","Redenção","__export__.sped_pais_30"
"__export__.sped_municipio_1785","0001644","23117020000","1535","__export__.sped_estado_10","Reriutaba","__export__.sped_pais_30"
"__export__.sped_municipio_1788","0001651","23118010000","1537","__export__.sped_estado_10","Russas","__export__.sped_pais_30"
"__export__.sped_municipio_1794","0001653","23119000000","1539","__export__.sped_estado_10","Saboeiro","__export__.sped_pais_30"
"__export__.sped_municipio_1800","0001656","23119590000","1273","__export__.sped_estado_10","Salitre","__export__.sped_pais_30"
"__export__.sped_municipio_1803","0001666","23120070000","1541","__export__.sped_estado_10","Santana do Acaraú","__export__.sped_pais_30"
"__export__.sped_municipio_1811","0001667","23121060000","1543","__export__.sped_estado_10","Santana do Cariri","__export__.sped_pais_30"
"__export__.sped_municipio_1818","0001662","23122050000","1545","__export__.sped_estado_10","Santa Quitéria","__export__.sped_pais_30"
"__export__.sped_municipio_1826","0001676","23123040000","1547","__export__.sped_estado_10","São Benedito","__export__.sped_pais_30"
"__export__.sped_municipio_1829","0001682","23124030000","1549","__export__.sped_estado_10","São Gonçalo do Amarante","__export__.sped_pais_30"
"__export__.sped_municipio_1836","0001685","23125020000","1551","__export__.sped_estado_10","São João do Jaguaribe","__export__.sped_pais_30"
"__export__.sped_municipio_1837","0001696","23126010000","1553","__export__.sped_estado_10","São Luís do Curu","__export__.sped_pais_30"
