"id","codigo","ocupacao"
"__export__.hr_cbo_13455","515325","Atendente de reintegração social"
"__export__.hr_cbo_13189","422115","Atendente de seguro saúde"
"__export__.hr_cbo_13430","515110","Atendente de serviço de saúde"
"__export__.hr_cbo_13425","515110","Atendente de serviço médico"
"__export__.hr_cbo_12333","322415","Atendente de serviço odontológico"
"__export__.hr_cbo_13222","422315","Atendente de telemarketing"
"__export__.hr_cbo_13153","421105","Atendente em agência de correios"
"__export__.hr_cbo_13512","516505","Atendente funerário"
"__export__.hr_cbo_13431","515110","Atendente hospitalar"
"__export__.hr_cbo_12331","322415","Atendente odontológico"
"__export__.hr_cbo_13432","515110","Atendente-enfermeiro"
"__export__.hr_cbo_12767","376215","Atirador de facas"
"__export__.hr_cbo_12819","377105","Atleta da ginástica"
"__export__.hr_cbo_12815","377105","Atleta da natação"
"__export__.hr_cbo_12812","377105","Atleta de bodybare"
"__export__.hr_cbo_12809","377105","Atleta de canoagem"
"__export__.hr_cbo_12870","377105","Atleta de ciclismo"
"__export__.hr_cbo_12813","377105","Atleta de escalada"
"__export__.hr_cbo_12814","377105","Atleta de esgrima"
"__export__.hr_cbo_12839","377110","Atleta de futebol sete"
"__export__.hr_cbo_12832","377110","Atleta de futsal"
"__export__.hr_cbo_12830","377105","Atleta de futvôlei"
"__export__.hr_cbo_12827","377105","Atleta de handebol"
"__export__.hr_cbo_12851","377120","Atleta de judô"
"__export__.hr_cbo_12849","377120","Atleta de karatê"
"__export__.hr_cbo_12821","377105","Atleta de nado sincronizado"
"__export__.hr_cbo_12822","377105","Atleta de paraquedismo"
"__export__.hr_cbo_12823","377105","Atleta de patinação"
"__export__.hr_cbo_12824","377105","Atleta de peteca"
"__export__.hr_cbo_12816","377105","Atleta de pólo aquático"
"__export__.hr_cbo_12825","377105","Atleta de remo"
"__export__.hr_cbo_12831","377105","Atleta de squash"
"__export__.hr_cbo_12829","377105","Atleta de surf e windsurf"
"__export__.hr_cbo_12854","377120","Atleta de taichichuan"
"__export__.hr_cbo_12859","377125","Atleta de tênis profissional"
"__export__.hr_cbo_12866","377140","Atleta de triatlo"
"__export__.hr_cbo_12811","377105","Atleta de vela"
"__export__.hr_cbo_12826","377105","Atleta de voleibol"
"__export__.hr_cbo_12818","377105","Atleta do basquete"
"__export__.hr_cbo_12828","377105","Atleta do beisebol"
"__export__.hr_cbo_12863","377130","Atleta do hipismo"
"__export__.hr_cbo_12820","377105","Atleta do hóquei"
"__export__.hr_cbo_18525","377110","Atleta profissional de futebol"
"__export__.hr_cbo_18526","377115","Atleta profissional de golfe"
"__export__.hr_cbo_18522","377120","Atleta profissional de luta"
"__export__.hr_cbo_18523","377125","Atleta profissional de tênis"
"__export__.hr_cbo_18524","377105","Atleta profissional (outras modalidades)"
"__export__.hr_cbo_18140","262505","Ator"
"__export__.hr_cbo_11701","262505","Ator bonequeiro"
"__export__.hr_cbo_11708","262505","Ator de cinema"
"__export__.hr_cbo_11688","262505","Ator de rádio"
"__export__.hr_cbo_11690","262505","Ator de teatro"
"__export__.hr_cbo_11689","262505","Ator de televisão"
"__export__.hr_cbo_11687","262505","Ator dramático"
"__export__.hr_cbo_11702","262505","Ator dublador"
"__export__.hr_cbo_17575","211105","Atuário"
"__export__.hr_cbo_18092","261430","Audiodescritor"
"__export__.hr_cbo_10924","223820","Audiologista (fonoaudiólogo)"
"__export__.hr_cbo_11392","252205","Auditor contábil"
"__export__.hr_cbo_18045","252205","Auditor (contadores e afins)"
"__export__.hr_cbo_11362","252205","Auditor de contabilidade e orçamento"
"__export__.hr_cbo_11365","252205","Auditor externo (contadores e afins)"
"__export__.hr_cbo_11364","252205","Auditor financeiro"
"__export__.hr_cbo_11395","252205","Auditor fiscal (em contabilidade)"
"__export__.hr_cbo_11363","252205","Auditor independente (contadores e afins)"
"__export__.hr_cbo_11394","252205","Auditor interno (contadores e afins)"
"__export__.hr_cbo_18071","254205","Auditor-fiscal da previdência social"
"__export__.hr_cbo_18070","254105","Auditor-fiscal da receita federal"
"__export__.hr_cbo_18072","254305","Auditor-fiscal do trabalho"
"__export__.hr_cbo_15519","751125","Aurifice"
"__export__.hr_cbo_11543","261515","Autor de ficção"
"__export__.hr_cbo_11710","262605","Autor de música"
"__export__.hr_cbo_11293","242305","Autoridade policial (delegado)"
"__export__.hr_cbo_18098","261505","Autor-roteirista"
"__export__.hr_cbo_11572","261505","Autor-roteirista de cinema"
"__export__.hr_cbo_11570","261505","Autor-roteirista de rádio"
"__export__.hr_cbo_11573","261505","Autor-roteirista de teatro"
"__export__.hr_cbo_11571","261505","Autor-roteirista de televisão"
"__export__.hr_cbo_11574","261505","Autor-roteirista multimídia"
"__export__.hr_cbo_11421","252310","Auxiliar administrativo bilíngüe"
"__export__.hr_cbo_11402","252305","Auxiliar administrativo de diretoria"
"__export__.hr_cbo_13013","411005","Auxiliar administrativo de pessoal"
"__export__.hr_cbo_11398","252305","Auxiliar administrativo de presidência"
"__export__.hr_cbo_11411","252315","Auxiliar administrativo trilíngüe"
"__export__.hr_cbo_13065","413110","Auxiliar contábil"
"__export__.hr_cbo_13039","411005","Auxiliar de administração"
"__export__.hr_cbo_15063","721315","Auxiliar de afiador de ferramentas"
"__export__.hr_cbo_14039","622020","Auxiliar de agricultura"
"__export__.hr_cbo_13073","414105","Auxiliar de almoxarifado"
"__export__.hr_cbo_12297","322230","Auxiliar de ambulatório"
"__export__.hr_cbo_13157","421210","Auxiliar de apostas"
"__export__.hr_cbo_13075","414110","Auxiliar de armazenamento"
"__export__.hr_cbo_12229","318505","Auxiliar de arquitetura"
"__export__.hr_cbo_18704","515205","Auxiliar de banco de sangue"
"__export__.hr_cbo_13362","513420","Auxiliar de barman"
"__export__.hr_cbo_18453","371105","Auxiliar de biblioteca"
"__export__.hr_cbo_12612","371105","Auxiliar de bibliotecário"
"__export__.hr_cbo_15422","731165","Auxiliar de bobinagem, à mão"
"__export__.hr_cbo_13478","516110","Auxiliar de cabeleireiro"
"__export__.hr_cbo_14688","711120","Auxiliar de cabo de fogo"
"__export__.hr_cbo_18564","411025","Auxiliar de cartório"
"__export__.hr_cbo_13376","513505","Auxiliar de churrasqueiro"
"__export__.hr_cbo_16974","848525","Auxiliar de classificador de carne"
"__export__.hr_cbo_13169","421310","Auxiliar de cobrança"
"__export__.hr_cbo_14894","716305","Auxiliar de colocador de vidros"
"__export__.hr_cbo_13014","411005","Auxiliar de compras"
"__export__.hr_cbo_15772","763125","Auxiliar de confecção"
"__export__.hr_cbo_16891","848310","Auxiliar de confeitaria"
"__export__.hr_cbo_13379","513505","Auxiliar de confeiteiro"
"__export__.hr_cbo_13409","514325","Auxiliar de conservação de barragens"
"__export__.hr_cbo_13412","514325","Auxiliar de conservação de obras civis"
"__export__.hr_cbo_18575","413110","Auxiliar de contabilidade"
"__export__.hr_cbo_13061","413110","Auxiliar de contas a pagar"
"__export__.hr_cbo_13059","413110","Auxiliar de contas a receber"
"__export__.hr_cbo_11235","239405","Auxiliar de coordenação de ensino fundamental de primeira a quarta séries"
"__export__.hr_cbo_11233","239405","Auxiliar de coordenador escolar"
"__export__.hr_cbo_14896","716305","Auxiliar de cortador de vidros"
"__export__.hr_cbo_19381","763105","Auxiliar de corte (preparação da confecção de roupas)"
"__export__.hr_cbo_15784","763210","Auxiliar de costura"
"__export__.hr_cbo_15793","763320","Auxiliar de costureira (no acabamento)"
"__export__.hr_cbo_13372","513505","Auxiliar de cozinha"
"__export__.hr_cbo_12406","331110","Auxiliar de creche"
"__export__.hr_cbo_12997","410225","Auxiliar de crédito"
"__export__.hr_cbo_15758","762205","Auxiliar de curtimento"
"__export__.hr_cbo_13066","413110","Auxiliar de custos"
"__export__.hr_cbo_14412","632110","Auxiliar de dendrometria"
"__export__.hr_cbo_14414","632110","Auxiliar de dendrometrista"
"__export__.hr_cbo_12332","322415","Auxiliar de dentista"
"__export__.hr_cbo_13074","414110","Auxiliar de depósito"
"__export__.hr_cbo_18339","331110","Auxiliar de desenvolvimento infantil"
"__export__.hr_cbo_16527","821250","Auxiliar de desgaseificação"
"__export__.hr_cbo_16946","848515","Auxiliar de desossador"
"__export__.hr_cbo_16531","821235","Auxiliar de dessulfuração e estação de mistura"
"__export__.hr_cbo_10923","223705","Auxiliar de dietista"
"__export__.hr_cbo_15335","724510","Auxiliar de dobrador (metais)"
"__export__.hr_cbo_16886","848310","Auxiliar de doceiro"
"__export__.hr_cbo_12076","313215","Auxiliar de eletrônica"
"__export__.hr_cbo_12048","313105","Auxiliar de eletrotécnico"
"__export__.hr_cbo_15243","724110","Auxiliar de encanador"
"__export__.hr_cbo_18303","322230","Auxiliar de enfermagem"
"__export__.hr_cbo_18304","322250","Auxiliar de enfermagem da estratégia de saúde da família"
"__export__.hr_cbo_12304","322230","Auxiliar de enfermagem de central de material esterelizado (cme)"
"__export__.hr_cbo_12298","322230","Auxiliar de enfermagem de centro cirúrgico"
"__export__.hr_cbo_12319","322230","Auxiliar de enfermagem de clínica médica"
"__export__.hr_cbo_12318","322230","Auxiliar de enfermagem de hospital"
"__export__.hr_cbo_12303","322230","Auxiliar de enfermagem de saúde pública"
"__export__.hr_cbo_18302","322235","Auxiliar de enfermagem do trabalho"
"__export__.hr_cbo_12315","322230","Auxiliar de enfermagem em hemodiálise"
"__export__.hr_cbo_12300","322230","Auxiliar de enfermagem em home care"
"__export__.hr_cbo_12296","322230","Auxiliar de enfermagem em nefrologia"
"__export__.hr_cbo_12301","322230","Auxiliar de enfermagem em saúde mental"
"__export__.hr_cbo_12322","322235","Auxiliar de enfermagem em saúde ocupacional"
"__export__.hr_cbo_12321","322235","Auxiliar de enfermagem ocupacional"
"__export__.hr_cbo_13447","515135","Auxiliar de enfermagem socorrista"
"__export__.hr_cbo_12234","318510","Auxiliar de engenheiro da construção civil"
"__export__.hr_cbo_13007","411005","Auxiliar de escritório"
"__export__.hr_cbo_18565","411005","Auxiliar de escritório, em geral"
"__export__.hr_cbo_13064","413110","Auxiliar de escrituração fiscal"
"__export__.hr_cbo_18562","411035","Auxiliar de estatística"
"__export__.hr_cbo_13010","411005","Auxiliar de estoque"
"__export__.hr_cbo_12704","374105","Auxiliar de estúdio"
"__export__.hr_cbo_12651","373205","Auxiliar de estúdio em operação de equipamentos  de produção para televisão e produtoras de vídeo"
"__export__.hr_cbo_12435","342105","Auxiliar de exportação e importação"
"__export__.hr_cbo_12676","373205","Auxiliar de externa em operações de equipamentos de produção para televisão e produtoras de vídeo"
"__export__.hr_cbo_16631","823320","Auxiliar de fabricação nas indústrias de artefatos de cimento"
"__export__.hr_cbo_18703","515210","Auxiliar de farmácia de manipulação"
"__export__.hr_cbo_18576","413115","Auxiliar de faturamento"
"__export__.hr_cbo_13685","524205","Auxiliar de feirante"
"__export__.hr_cbo_16808","841715","Auxiliar de fermentação"
"__export__.hr_cbo_13511","516505","Auxiliar de funerária"
"__export__.hr_cbo_15203","723215","Auxiliar de galvanização"
"__export__.hr_cbo_13357","513415","Auxiliar de garçom"
"__export__.hr_cbo_12302","322230","Auxiliar de ginecologia"
"__export__.hr_cbo_12317","322230","Auxiliar de hipodermia"
"__export__.hr_cbo_14323","623315","Auxiliar de incubação"
"__export__.hr_cbo_12699","374110","Auxiliar de instalação (equipamentos de rádio)"
"__export__.hr_cbo_14418","632115","Auxiliar de inventário"
"__export__.hr_cbo_17359","992225","Auxiliar de jardinagem na conservação de vias permanentes"
"__export__.hr_cbo_18567","411020","Auxiliar de judiciário"
"__export__.hr_cbo_18702","515215","Auxiliar de laboratório de análises clínicas"
"__export__.hr_cbo_19646","818110","Auxiliar de laboratório de análises físico-químicas"
"__export__.hr_cbo_18700","515220","Auxiliar de laboratório de imunobiológicos"
"__export__.hr_cbo_15963","766405","Auxiliar de laboratório fotográfico"
"__export__.hr_cbo_11950","301110","Auxiliar de laboratorista de solo"
"__export__.hr_cbo_11935","301110","Auxiliar de laboratorista de solos e de concreto"
"__export__.hr_cbo_11949","301105","Auxiliar de laboratorista (indústria)"
"__export__.hr_cbo_13501","516310","Auxiliar de lavador de roupas, a máquina industrial"
"__export__.hr_cbo_13494","516315","Auxiliar de lavador de tapetes"
"__export__.hr_cbo_18724","516345","Auxiliar de lavanderia"
"__export__.hr_cbo_13407","514320","Auxiliar de limpeza"
"__export__.hr_cbo_16359","784205","Auxiliar de linha de produção"
"__export__.hr_cbo_17276","919110","Auxiliar de lubrificador de veículos"
"__export__.hr_cbo_11728","262615","Auxiliar de maestro"
"__export__.hr_cbo_16962","848520","Auxiliar de magarefe"
"__export__.hr_cbo_13349","513405","Auxiliar de mâitre"
"__export__.hr_cbo_13400","514310","Auxiliar de manutenção de edificações"
"__export__.hr_cbo_13410","514325","Auxiliar de manutenção de edifícios"
"__export__.hr_cbo_17341","991105","Auxiliar de manutenção de linha férrea"
"__export__.hr_cbo_13401","514310","Auxiliar de manutenção elétrica e hidráulica"
"__export__.hr_cbo_18687","514310","Auxiliar de manutenção predial"
"__export__.hr_cbo_19548","782625","Auxiliar de maquinista de trem"
"__export__.hr_cbo_16046","771105","Auxiliar de marceneiro"
"__export__.hr_cbo_17229","914405","Auxiliar de mecânico de autos"
"__export__.hr_cbo_17110","911120","Auxiliar de mecânico diesel (exceto de veículos automotores)"
"__export__.hr_cbo_13359","513415","Auxiliar de mesa em restaurantes, hotéis e outros"
"__export__.hr_cbo_15866","766125","Auxiliar de montador de fotolito"
"__export__.hr_cbo_15420","731160","Auxiliar de montagem de transformadores"
"__export__.hr_cbo_11509","261310","Auxiliar de museus"
"__export__.hr_cbo_10922","223705","Auxiliar de nutrição e dietética"
"__export__.hr_cbo_12316","322230","Auxiliar de obstetrícia"
"__export__.hr_cbo_12320","322230","Auxiliar de oftalmologia"
"__export__.hr_cbo_13296","511210","Auxiliar de operação"
"__export__.hr_cbo_15792","763310","Auxiliar de operador de máquina de bordar"
"__export__.hr_cbo_14423","632120","Auxiliar de operador de motosserra"
"__export__.hr_cbo_16072","773125","Auxiliar de operador de serra circular múltipla"
"__export__.hr_cbo_11228","239410","Auxiliar de orientação educacional"
"__export__.hr_cbo_11221","239415","Auxiliar de orientação pedagógica"
"__export__.hr_cbo_11222","239415","Auxiliar de orientação pedagógica em educação fundamental de primeira a quarta séries"
"__export__.hr_cbo_13378","513505","Auxiliar de padeiro"
"__export__.hr_cbo_12299","322230","Auxiliar de parteira"
"__export__.hr_cbo_14941","717020","Auxiliar de pedreiro"
"__export__.hr_cbo_18563","411030","Auxiliar de pessoal"
"__export__.hr_cbo_15217","723320","Auxiliar de pintor de automóveis"
"__export__.hr_cbo_13370","513505","Auxiliar de pizzaiolo"
"__export__.hr_cbo_15154","722325","Auxiliar de preparação de areia"
"__export__.hr_cbo_19780","842120","Auxiliar de processamento de fumo"
"__export__.hr_cbo_15773","763125","Auxiliar de produção - na confecção de roupas"
"__export__.hr_cbo_16850","842120","Auxiliar de produção de fumo"
"__export__.hr_cbo_16767","841448","Auxiliar de produção de gorduras vegetais comestíveis"
"__export__.hr_cbo_18701","515225","Auxiliar de produção farmacêutica"
"__export__.hr_cbo_13011","411005","Auxiliar de promoção de vendas (administrativo)"
"__export__.hr_cbo_18313","322420","Auxiliar de prótese dentária"
"__export__.hr_cbo_19443","766420","Auxiliar de radiologia (revelação fotográfica)"
"__export__.hr_cbo_13196","422110","Auxiliar de recepção"
"__export__.hr_cbo_16867","848115","Auxiliar de salsicheiro"
"__export__.hr_cbo_13442","515120","Auxiliar de sanitarista"
"__export__.hr_cbo_12314","322240","Auxiliar de saúde marítimo"
"__export__.hr_cbo_18301","322240","Auxiliar de saúde (navegação marítima)"
"__export__.hr_cbo_13577","517330","Auxiliar de segurança"
"__export__.hr_cbo_18561","411040","Auxiliar de seguros"
"__export__.hr_cbo_15943","766205","Auxiliar de serigrafia"
"__export__.hr_cbo_13364","513425","Auxiliar de serviço de copa"
"__export__.hr_cbo_13545","517330","Auxiliar de serviço de segurança"
"__export__.hr_cbo_12606","371105","Auxiliar de serviços bibliotecários"
"__export__.hr_cbo_18560","411045","Auxiliar de serviços de importação e exportação"
"__export__.hr_cbo_15774","763125","Auxiliar de serviços gerais - na confecção de roupas"
"__export__.hr_cbo_18398","351430","Auxiliar de serviços jurídicos"
"__export__.hr_cbo_16306","783205","Auxiliar de serviços no aeroporto"
"__export__.hr_cbo_13015","411005","Auxiliar de setor de compras (administrativo)"
"__export__.hr_cbo_11241","239430","Auxiliar de supervisão de ensino"
"__export__.hr_cbo_13009","411005","Auxiliar de supervisor de vendas (administrativo)"
"__export__.hr_cbo_11242","239430","Auxiliar de supervisor escolar"
"__export__.hr_cbo_13029","411010","Auxiliar de suporte à inteligência (nível auxiliar)"
"__export__.hr_cbo_13375","513505","Auxiliar de sushiman"
"__export__.hr_cbo_12952","391215","Auxiliar de técnico de controle de qualidade"
"__export__.hr_cbo_12077","313215","Auxiliar de técnico de eletrônica"
"__export__.hr_cbo_12047","312320","Auxiliar de topógrafo"
"__export__.hr_cbo_15036","721215","Auxiliar de torneiro mecânico"
"__export__.hr_cbo_13539","517220","Auxiliar de tráfego"
"__export__.hr_cbo_13035","411045","Auxiliar de tráfego de exportação e importação"
"__export__.hr_cbo_14288","623110","Auxiliar de vaqueiro"
"__export__.hr_cbo_18763","519305","Auxiliar de veterinário"
"__export__.hr_cbo_14895","716305","Auxiliar de vidraceiro"
"__export__.hr_cbo_14889","716315","Auxiliar de vitralista"
"__export__.hr_cbo_12305","322230","Auxiliar em hemotransfusão"
"__export__.hr_cbo_18312","322415","Auxiliar em saúde bucal"
"__export__.hr_cbo_18315","322430","Auxiliar em saúde bucal da estratégia de saúde da família"
"__export__.hr_cbo_13060","413110","Auxiliar financeiro"
"__export__.hr_cbo_19920","992225","Auxiliar geral de conservação de vias permanentes (exceto trilhos)"
"__export__.hr_cbo_12508","351430","Auxiliar jurídico"
"__export__.hr_cbo_17123","911205","Auxiliar mecânico de ar condicionado"
"__export__.hr_cbo_17125","911205","Auxiliar mecânico de refrigeração"
"__export__.hr_cbo_18675","513505","Auxiliar nos serviços de alimentação"
"__export__.hr_cbo_11992","311515","Auxiliar técnico de centro de operação do sistema de energia"
"__export__.hr_cbo_12032","312205","Auxiliar técnico de conservação de estradas, caminhos e pontes"
"__export__.hr_cbo_11991","311515","Auxiliar técnico de distribuição de energia"
"__export__.hr_cbo_12428","334110","Auxiliar técnico de educação"
"__export__.hr_cbo_15462","732105","Auxiliar técnico de eletricidade de linhas de transmissão"
"__export__.hr_cbo_12024","312105","Auxiliar técnico de engenharia (construção civil)"
"__export__.hr_cbo_12146","314715","Auxiliar técnico de fundição em siderurgia"
"__export__.hr_cbo_11990","311515","Auxiliar técnico de geração de energia"
"__export__.hr_cbo_12046","312315","Auxiliar técnico de hidrografia"
"__export__.hr_cbo_11930","300305","Auxiliar técnico de instalações eletromecânicas"
"__export__.hr_cbo_12371","324210","Auxiliar técnico de laboratório de análises clínicas"
"__export__.hr_cbo_12385","325105","Auxiliar técnico de manipulação em laboratório de farmácia"
"__export__.hr_cbo_12110","314110","Auxiliar técnico de mecânica"
"__export__.hr_cbo_12697","374110","Auxiliar técnico de montagem"
"__export__.hr_cbo_12040","312210","Auxiliar técnico de obras saneamento"
"__export__.hr_cbo_12105","314115","Auxiliar técnico de refrigeração"
"__export__.hr_cbo_13032","411040","Auxiliar técnico de seguros"
"__export__.hr_cbo_12079","313215","Auxiliar técnico eletrônico"
"__export__.hr_cbo_18331","325105","Auxiliar técnico em laboratório de farmácia"
"__export__.hr_cbo_12033","312205","Auxiliar técnico em obras de infra-estrutura de estradas"
"__export__.hr_cbo_18325","324210","Auxiliar técnico em patologia clínica"
"__export__.hr_cbo_12267","321210","Auxiliar técnico florestal"
"__export__.hr_cbo_12103","314120","Auxiliar técnico na mecânica de máquinas"
"__export__.hr_cbo_17264","915405","Auxiliar técnico na reparação de equipamentos fotográficos"
"__export__.hr_cbo_10932","224135","Auxiliar técnico- no futebol"
"__export__.hr_cbo_10933","224135","Auxiliar técnico- nos esportes"
"__export__.hr_cbo_15741","761430","Auxiliar-ajudante de operador de máquinas de lavar fibras, fios, tecidos e peças confeccionadas"
"__export__.hr_cbo_13016","411005","Auxiliares administrativos e de escritórios"
"__export__.hr_cbo_16740","841210","Auxiliares de produção de refinação de sal"
"__export__.hr_cbo_12587","354415","Avaliador de artes e antiguidades"
"__export__.hr_cbo_12594","354415","Avaliador de automóveis"
"__export__.hr_cbo_12593","354415","Avaliador de bens"
"__export__.hr_cbo_18444","354415","Avaliador de bens móveis"
"__export__.hr_cbo_18445","354410","Avaliador de imóveis"
"__export__.hr_cbo_12592","354415","Avaliador de jóias"
"__export__.hr_cbo_12589","354410","Avaliador de prédios"
"__export__.hr_cbo_18424","352410","Avaliador de produtos do meio de comunicação"
"__export__.hr_cbo_12595","354410","Avaliador de propriedade"
"__export__.hr_cbo_17787","224105","Avaliador físico"
"__export__.hr_cbo_12596","354415","Avaliador judicial"
"__export__.hr_cbo_12500","351410","Avaliador judicial (escrivão)"
"__export__.hr_cbo_10719","215305","Aviador civil"
"__export__.hr_cbo_10133","141410","Aviador (comércio varejista)"
"__export__.hr_cbo_13940","613305","Avícola - empregador"
"__export__.hr_cbo_18844","613305","Avicultor"
"__export__.hr_cbo_14322","623310","Avicultor  de postura - exclusive conta própria e empregador"
"__export__.hr_cbo_13941","613305","Avicultor - empregador"
"__export__.hr_cbo_14321","623310","Avicultor - exclusive conta própria na avicultura de postura"
"__export__.hr_cbo_13938","613305","Avicultor avozeiro"
"__export__.hr_cbo_13939","613305","Avicultor comercial"
"__export__.hr_cbo_14320","623305","Avicultor de corte - exclusive conta própria e empregador"
"__export__.hr_cbo_13937","613305","Avicultor matrizeiro"
"__export__.hr_cbo_11876","263105","Axogum"
"__export__.hr_cbo_14908","716510","Azulejador"
"__export__.hr_cbo_14909","716510","Azulejista"
"__export__.hr_cbo_18718","516205","Babá"
"__export__.hr_cbo_11877","263105","Babá de umbanda"
"__export__.hr_cbo_11878","263105","Babakekerê"
"__export__.hr_cbo_11879","263105","Babalawô"
"__export__.hr_cbo_11880","263105","Babalorixá"
"__export__.hr_cbo_11881","263105","Babalossain"
"__export__.hr_cbo_11882","263105","Babaojé"
"__export__.hr_cbo_13489","516205","Baby-sitter"
"__export__.hr_cbo_10134","141410","Bacalhoeiro"
"__export__.hr_cbo_10463","203015","Bacteriologista"
"__export__.hr_cbo_14125","622215","Bagaceiro de rami"
"__export__.hr_cbo_14105","622210","Bagaceiro de sisal"
"__export__.hr_cbo_14496","632325","Baganeiro - na extração da carnaúba"
"__export__.hr_cbo_16288","783220","Bagrinho (movimentador de mercadorias de porto)"
"__export__.hr_cbo_11737","262815","Bailarino coreógrafo"
"__export__.hr_cbo_11740","262810","Bailarino criador"
"__export__.hr_cbo_12742","376105","Bailarino de danças folclóricas"
"__export__.hr_cbo_18148","262810","Bailarino (exceto danças populares)"
"__export__.hr_cbo_11739","262810","Bailarino intérprete"
"__export__.hr_cbo_12745","376110","Bailarinos de danças parafolclóricas"
"__export__.hr_cbo_12744","376110","Bailarinos étnicos"
"__export__.hr_cbo_12743","376110","Bailarinos populares"
"__export__.hr_cbo_16010","768325","Bainheiro - em selaria"
"__export__.hr_cbo_10121","141410","Baiuqueiro"
"__export__.hr_cbo_16136","776405","Balaieiro"
"__export__.hr_cbo_19915","992110","Balanceador"
"__export__.hr_cbo_15363","725010","Balanceador de motores"
"__export__.hr_cbo_18585","414115","Balanceiro"
"__export__.hr_cbo_14849","715415","Balanceiro de concreto"
"__export__.hr_cbo_14446","632205","Balateiro"
"__export__.hr_cbo_14445","632205","Balateiro na extração de látex"
"__export__.hr_cbo_16927","848510","Balconista de açougue"
"__export__.hr_cbo_13361","513420","Balconista de bar"
"__export__.hr_cbo_12996","410225","Balconista de crediário"
"__export__.hr_cbo_13339","513435","Balconista de lanchonete"
"__export__.hr_cbo_13687","524305","Baleiro (ambulante)"
"__export__.hr_cbo_10122","141410","Baleiro (exclusive no comércio ambulante)"
"__export__.hr_cbo_16834","841810","Baleiro (fabricação)"
"__export__.hr_cbo_14416","632115","Balizador em inventário florestal"
"__export__.hr_cbo_19623","811705","Bamburista"
"__export__.hr_cbo_13793","612505","Bananicultor"
"__export__.hr_cbo_10090","141205","Banguezeiro - empregador"
"__export__.hr_cbo_10091","141205","Banguezista - empregador"
"__export__.hr_cbo_18764","519315","Banhista de animais domésticos"
"__export__.hr_cbo_15726","761354","Barbanteiro"
"__export__.hr_cbo_18710","516105","Barbeiro"
"__export__.hr_cbo_14197","622605","Barcaceiro - na cultura de cacau"
"__export__.hr_cbo_18669","513440","Barista"
"__export__.hr_cbo_18667","513420","Barman"
"__export__.hr_cbo_10136","141410","Barraconista"
"__export__.hr_cbo_14727","711405","Barranqueiro - no garimpo"
"__export__.hr_cbo_10137","141410","Barraqueiro (barracão comercial)"
"__export__.hr_cbo_16661","828110","Barreiro"
"__export__.hr_cbo_16653","828110","Barrerista"
"__export__.hr_cbo_13775","612310","Bataticultor"
"__export__.hr_cbo_14742","711405","Bateador"
"__export__.hr_cbo_16662","828110","Batedor - em olaria"
"__export__.hr_cbo_14490","632325","Batedor de palha de carnaúba"
"__export__.hr_cbo_14286","623110","Batedor de pasto"
"__export__.hr_cbo_14491","632365","Batedor de piaçava"
"__export__.hr_cbo_14119","622215","Batedor de rami"
"__export__.hr_cbo_14115","622210","Batedor de sisal - na cultura"
"__export__.hr_cbo_16663","828110","Batedor de tijolos - na fabricação"
"__export__.hr_cbo_14735","711405","Bateeiro"
"__export__.hr_cbo_19270","751105","Bate-folha a  máquina"
"__export__.hr_cbo_10138","141410","Bauleiro"
"__export__.hr_cbo_10140","141410","Bazareiro"
"__export__.hr_cbo_12430","334110","Bedel"
"__export__.hr_cbo_10141","141410","Beiradeiro"
"__export__.hr_cbo_10142","141410","Belchior"
"__export__.hr_cbo_15553","752230","Beneficiador de cristal"
"__export__.hr_cbo_14465","632365","Beneficiador de piaçava"
"__export__.hr_cbo_16744","841210","Beneficiador de sal"
"__export__.hr_cbo_11488","261205","Bibliógrafo"
"__export__.hr_cbo_10143","141410","Bibliopola"
"__export__.hr_cbo_18088","261205","Bibliotecário"
"__export__.hr_cbo_11494","261205","Biblioteconomista"
"__export__.hr_cbo_13595","519105","Bikeboy"
"__export__.hr_cbo_11883","263105","Bikkhu"
"__export__.hr_cbo_11775","263110","Bikku - bikkhuni"
"__export__.hr_cbo_11884","263105","Bikkuni"
"__export__.hr_cbo_13146","421120","Bilheteiro de agência"
"__export__.hr_cbo_13135","421115","Bilheteiro de cinema"
"__export__.hr_cbo_13136","421115","Bilheteiro de circo"
"__export__.hr_cbo_13138","421115","Bilheteiro de parques de diversão"
"__export__.hr_cbo_13137","421115","Bilheteiro de teatro"
"__export__.hr_cbo_18607","421110","Bilheteiro de transportes coletivos"
"__export__.hr_cbo_18648","511220","Bilheteiro (estações de metrô, ferroviárias e assemelhadas)"
"__export__.hr_cbo_18604","421115","Bilheteiro no serviço de diversões"
"__export__.hr_cbo_17533","201105","Bioengenheiro"
"__export__.hr_cbo_10498","211210","Bioestatístico"
"__export__.hr_cbo_11561","261520","Biógrafo"
"__export__.hr_cbo_10727","221105","Biologista"
"__export__.hr_cbo_17711","221105","Biólogo"
"__export__.hr_cbo_17712","221205","Biomédico"
"__export__.hr_cbo_17534","201110","Biotecnologista"
"__export__.hr_cbo_15549","752230","Biselador de cristais"
"__export__.hr_cbo_11755","263105","Bispo"
"__export__.hr_cbo_11885","263105","Bispo auxiliar"
"__export__.hr_cbo_11886","263105","Bispo coadjutor"
"__export__.hr_cbo_11887","263105","Bispo emérito"
"__export__.hr_cbo_14689","711120","Blaster"
"__export__.hr_cbo_10429","142610","Blender (cigarros)"
